label,url,filepath,width,height
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcST3i5BovaKiPxnU3nu1XBCzlei8NfOzuU-tw&s,image_dataset\birds\birds_40.jpeg,304,166
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVxUqxl1ohbsQA2d7Vue0lMmD9ZAqhIi9bmw&s,image_dataset\birds\birds_41.jpeg,185,272
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPVFdZd8PLc4TvHBiPqay5RKnB9_zM68BlsQ&s,image_dataset\birds\birds_42.jpeg,290,174
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0m6Y_J6ooZ7RpbYQOcP3G4YqP1-KAx1F25A&s,image_dataset\birds\birds_43.jpeg,201,251
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP00OdRFLHSgs9S5rcl4tDUH6IlUwOHoo2WA&s,image_dataset\birds\birds_44.jpeg,168,300
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjihcbEoEery7xo3Ex7fRs9EDDi3bADoA6BQ&s,image_dataset\birds\birds_45.jpeg,245,206
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdBvxOLF7_xsspJOcRvbuMJeSs3lRBDeo82g&s,image_dataset\birds\birds_46.jpeg,237,213
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYQl1cYfF_YnDfAMc1-qzOzp21FU_75H7YWQ&s,image_dataset\birds\birds_47.jpeg,275,183
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0yDJL6twuLq360d8ovudmla3GrBeGzpAPKg&s,image_dataset\birds\birds_48.jpeg,300,168
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwaPBqyhCyCluG2J94V5Zl2w83CkAb0IgoP2qQWxY1&s=0,image_dataset\birds\birds_49.jpeg,50,50
birds,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtoW9jFTEDyNqApmXJx5gixDtrlI069-nbnJZUqsoPwvBwd83IA65s&s=0,image_dataset\birds\birds_50.jpeg,50,50
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0hVWYvOpqVoZW0PbbbT9redzdxbOq03fCcFkYECzMdJatUdBhgvH4BchM&s,image_dataset\cars\cars_1.jpeg,82,46
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIQzi5lG7IHr5qG_f38_aFNFyPkdiMKijZjrwcgS4oC9z1enhfd5xTpojE&s,image_dataset\cars\cars_2.jpeg,82,46
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJ6FiyWuIBSvUQTkuYx9MzKLHaN27ast0Ej10lz-eM8SlKnAVAS0kBKhtN&s,image_dataset\cars\cars_3.jpeg,52,46
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaHLrlN63ADMPAP_w1o5ir7SxBbC2B-QKLaSPhI4dqndgNz66-v-n1Cisx&s,image_dataset\cars\cars_4.jpeg,82,46
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQJkq7Y-9PkjhRCqCV4RRc5757oLx-91SlyQ&s,image_dataset\cars\cars_5.jpeg,287,175
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQtt2-lX16Ln2LRCsqRGyZW4OE0zt5dTsOcg&s,image_dataset\cars\cars_6.jpeg,318,159
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJ1nRb2Onnf8bMt7iUrkd21f-6YxCcw1nn1g&s,image_dataset\cars\cars_7.jpeg,225,224
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS29WxsoLnQrefKMnisjEEtoQfGKOHVaBoW1w&s,image_dataset\cars\cars_8.jpeg,259,194
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtWJx1rhYvDkLqBzbLx-sT_Vfsa_E1601eEg&s,image_dataset\cars\cars_9.jpeg,275,183
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa3C8zFButZNcrxLZI8g7CPb8WDyR_FSCuPw&s,image_dataset\cars\cars_10.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvex8SLmwjeufWgWdJ1yzTWzCYyOvuFsTPsg&s,image_dataset\cars\cars_11.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzyXDgmDxSTD6GfOkPuh6PaIl5tW6DFKzPfQ&s,image_dataset\cars\cars_12.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKTHzuiwGvRFgRhjSp7knHTrt5fte5mkunbQ&s,image_dataset\cars\cars_13.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjdr52J25mQUWftT7DD0gxnqN2gOtwZow3vw&s,image_dataset\cars\cars_14.jpeg,225,225
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVYFJsfrJCptPvmRiJmlbW5y-0ttRXFBn37Q&s,image_dataset\cars\cars_15.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTCiNf5ZRFso9kZr8E5BmfsAXRUA6t7W3VNw&s,image_dataset\cars\cars_16.jpeg,184,273
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTceajNiuYiTJbwvVkIXEfyO_hndxVt3s4spQ&s,image_dataset\cars\cars_17.jpeg,225,225
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRclqTQpch4Wibx5Sozv5Zm8BBSJQLoJOXWAQ&s,image_dataset\cars\cars_18.jpeg,299,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5JH6_4Mz2mSGChYyE8OzeqAxblnR5_NUIbQ&s,image_dataset\cars\cars_19.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ08q6VO1w26TdhlI6FDA3SHuIlHNyWL5ZCmg&s,image_dataset\cars\cars_20.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7adcfgJ_sLGNCf8tIBZjEK51E5ZG3KMWyOA&s,image_dataset\cars\cars_21.jpeg,231,218
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbkKjGwsvqkj_Q1107ikptMGYQ26pa80cRIg&s,image_dataset\cars\cars_22.jpeg,259,194
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWnrEDMkRoJb0FBP7OmlKHADg9SRDRe8Mjjw&s,image_dataset\cars\cars_23.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_5eRkKW-pDcKNjlUL3bIWDaXIUUcO0Qzowg&s,image_dataset\cars\cars_24.jpeg,320,157
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTml0TUhf6OF8zTJOlbzRfQjdgxXVDX-UVK_g&s,image_dataset\cars\cars_25.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHSRv2QBAUnod1F81ldIiZaigUBnf3QlFEcA&s,image_dataset\cars\cars_26.jpeg,225,225
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNC-qbx6YnKrKYMBN6oH7uVMa5zbfDuSFncQ&s,image_dataset\cars\cars_27.jpeg,225,225
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbuWFoz2F1WNXKgn9XIFAj7V2oXrglj4MeyQ&s,image_dataset\cars\cars_28.jpeg,276,183
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfAn0jDtd4cJQoyfpRy2vf7A3--oiLqFTZd9QiuVLv&s=0,image_dataset\cars\cars_29.jpeg,50,50
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdIIVmIgEJdOLyerCixanUChosHb5xd9wxBBZCv9pi&s=0,image_dataset\cars\cars_30.jpeg,50,50
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBPoH8ovQc9Bx75UtGeQCYar48N8jrMgMquIKIXW-rfX3W_MFO3SBt&s=0,image_dataset\cars\cars_31.jpeg,50,50
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ7mmKIY4vorFjQnDh1BFq3zYpcvY-p2KKdQ&s,image_dataset\cars\cars_32.jpeg,275,183
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7tsaP7iOYvbDCzmcrV7wj5hDJ62ulwQkDsg&s,image_dataset\cars\cars_33.jpeg,225,225
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvnTEfxuSo6WCV72yl9XJq1MA9OyLZ2AR_1w&s,image_dataset\cars\cars_34.jpeg,380,133
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR7hABZqMyq9YXoO2LjSPmTxpdNsp9wetZ4g&s,image_dataset\cars\cars_35.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRDgsPhTQZjex9Wa4iSm96YFxk3v_XzIErmA&s,image_dataset\cars\cars_36.jpeg,318,159
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCUPtbwG6USYfzzFxS4fE8gehhGJwrEz9wug&s,image_dataset\cars\cars_37.jpeg,225,225
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxyUEQGI1KN5GP-MQgWQRx4kRsNUQVsUYtoQ&s,image_dataset\cars\cars_38.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTAeZqK2AxwcfS1LJhb9NLepHcLAsIv6ViZg&s,image_dataset\cars\cars_39.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlWlA6lqaK-ZL3gI1wOQaxN3qDT5LoBSEkxA&s,image_dataset\cars\cars_40.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrtC24LIwbXdGUZhEZ2i9_yNZvsTXCYx3nCg&s,image_dataset\cars\cars_41.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxjI63UMkB54KK3czVIgANVQAH0UQkHnZj6A&s,image_dataset\cars\cars_42.jpeg,275,183
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWtyoKr8-EgU3I8xH4GlEJiPOqPszxHJLWcw&s,image_dataset\cars\cars_43.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu7_THEOz_3uGPf3GCH2H4VstzpFiZlfsG8g&s,image_dataset\cars\cars_44.jpeg,296,171
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQS_9U1ybsHlvMm5Jkbjz4o63kFXVswrh4OA&s,image_dataset\cars\cars_45.jpeg,310,163
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQesXZTeikWP9f8vgBt3M-W4A8mJJTo8ehqoA&s,image_dataset\cars\cars_46.jpeg,273,184
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVEADC3qJLcSX4JTE-dLj9R5_fHSGpvnOtZA&s,image_dataset\cars\cars_47.jpeg,354,142
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu1Nxq0jq05T2AJzYHV8lNZlt1EuPxwwcsUw&s,image_dataset\cars\cars_48.jpeg,225,225
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx4AiXABzAEBw-uyHexkf0PwCvrgG8OI_i9w&s,image_dataset\cars\cars_49.jpeg,300,168
cars,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQteNBPFg_Uzguvji5iK0-aIBmxICDDnRX_EQ&s,image_dataset\cars\cars_50.jpeg,371,136
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSikNirRqJROZmr9OZ6x8OIu5R95t2J9EU6mObcUlg4MIw5BXHS1QpUTE9U&s,image_dataset\airplanes\airplanes_1.jpeg,89,46
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbqJmvewq_v97_pqQRRHcchDi8Um__0K5sZU1bqrl6yaAj4YgU1b7i8zw-&s,image_dataset\airplanes\airplanes_2.jpeg,64,46
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTywJyZA0hk-_2NUYv5-zrqOfwxl60NoX-kqm7T9Og326cv2VfWXQDIcRaY&s,image_dataset\airplanes\airplanes_3.jpeg,46,46
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRa93vVlPNaNMcrotlGVJmjTIR8jcXejrpeXA&s,image_dataset\airplanes\airplanes_4.jpeg,311,162
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSneIFuwrHZjqSwxeUVuLJGKrz7OKLhBBNEtw&s,image_dataset\airplanes\airplanes_5.jpeg,294,171
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVEij43VraQyZfBVj685hC6Kq72MMwMsrZ1g&s,image_dataset\airplanes\airplanes_6.jpeg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRC6CL8gmvN7X2nIWPF-89FyJeD8N1Hogfc3w&s,image_dataset\airplanes\airplanes_7.jpeg,284,177
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSb17Vl3Um7SUMIZYDsYYAV1ROiooG9ziwOug&s,image_dataset\airplanes\airplanes_8.jpeg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8NFCSqkYu16YBEGzGOtGYLgZfQW4s6KO8BQ&s,image_dataset\airplanes\airplanes_9.jpeg,293,172
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9drqlJ0DdS8-jxgpH6Uz1CKZKf8oheX0rsQ&s,image_dataset\airplanes\airplanes_10.jpeg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVovpxt6miZJZS9GJmaDeP_INKCdpXOAQ7sw&s,image_dataset\airplanes\airplanes_11.jpeg,199,253
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM_tkJDh7loDqnKJ1rV6d_lZhrCzsLZHtehA&s,image_dataset\airplanes\airplanes_12.jpeg,293,172
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9Mxjqbj4dNH7zGrcWwaMfaKsNAY2-VD3AfA&s,image_dataset\airplanes\airplanes_13.jpeg,259,194
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwd0sYBHn9mLs7tkHkHpynRvUUcBtzdCz6dg&s,image_dataset\airplanes\airplanes_14.jpeg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMZARY9vMpZiBhN-vON9Zf4VU5wsmyYtTGlg&s,image_dataset\airplanes\airplanes_15.jpeg,247,204
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMRtJHZLXtX5zJV3Eu2PwxrR77o7ZXp0-jTw&s,image_dataset\airplanes\airplanes_16.jpeg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXUjMToVZHk0lPABNLj0aVPn0A2UU84qxwIQ&s,image_dataset\airplanes\airplanes_17.jpeg,259,194
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlyTvoxXw257VEEMC_ZOOFcfumP4FRYWaWTQ&s,image_dataset\airplanes\airplanes_18.jpeg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkYzf8S1Z7-Qj-wlOCByPFJ3h5qQx3-8H9Zw&s,image_dataset\airplanes\airplanes_19.jpeg,278,182
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThZc2S62TvmKCe4KzFNxcblamTNBq2Sy9F5w&s,image_dataset\airplanes\airplanes_20.jpeg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnMOV_Zv7b4R4ysfxgTlSssV9z8YUJptJNZA&s,image_dataset\airplanes\airplanes_21.jpeg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU7VuIreQeeHk_BwJSpvAyGlh4eMOZQSuc9A&s,image_dataset\airplanes\airplanes_22.jpeg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4WHirVZVpO7S7UDGNarpNBMxdSFLGOyIbAQ&s,image_dataset\airplanes\airplanes_23.jpeg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqFXFR6hL0vDQwG54Rajco0LRMuHnQ3s7-ew&s,image_dataset\airplanes\airplanes_24.jpeg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWatSm_oIPsFrRFkmH_DZPM8hNKA_MRwgSnA&s,image_dataset\airplanes\airplanes_25.jpeg,184,273
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF1k_nD76X1ehkvcV5rJrAcAKTUHiM_BqlMA&s,image_dataset\airplanes\airplanes_26.jpeg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7Ihk8Q0GeB6O7vYSXa2Ays11esAoJ9Y9UJA&s,image_dataset\airplanes\airplanes_27.jpeg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6qP0QUAlvx6lW1ZbheNVFm1bs2HseXY7HQ6UTWA5cRdKNfMZDpZN-&s=0,image_dataset\airplanes\airplanes_28.jpeg,50,50
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYmoRq3KCeV5Cl2x-jW-QDnFE_qNL0f481mA9-cShLGpyc4wjrJ0b9&s=0,image_dataset\airplanes\airplanes_29.jpeg,50,50
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAHCQIsAxkve8BxkzHe00FKMGh9fzg9d-6QrTHRDD7VZRIzNYTRAnL&s=0,image_dataset\airplanes\airplanes_30.jpeg,50,50
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7LQ_OlA-yc9IlmU75igak-tNXVXVm_brJLA&s,image_dataset\airplanes\airplanes_31.jpeg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSITrDwkHxYnDvQ33WS304O3DjybEP9xiLxyA&s,image_dataset\airplanes\airplanes_32.jpeg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQS_GlenIvItf2a6mtsopCWj6UU24Dbyz5bFg&s,image_dataset\airplanes\airplanes_33.jpeg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSzwmitO2h10kdNbaVfRqgddHljvqN-bMldA&s,image_dataset\airplanes\airplanes_34.jpeg,299,169
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_ImoS2MFLXUo4R5RzvyTN8uGeb8UZmq7JvA&s,image_dataset\airplanes\airplanes_35.jpeg,184,273
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDoolmRO6Bk3rRPh14QMsMAqRCIP34Z3JbAg&s,image_dataset\airplanes\airplanes_36.jpeg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpQZ381SrQvaKKn9sheOuFY1DYVm7PPbDG9w&s,image_dataset\airplanes\airplanes_37.jpeg,345,146
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU7-XaTOJTFsqzlxDZEJ2SgYMrlGbKMSLjVQ&s,image_dataset\airplanes\airplanes_38.jpeg,259,194
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdJsItghZTFIFpwkwUOI_dXwtIQG01CF6UiQ&s,image_dataset\airplanes\airplanes_39.jpeg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-kED-aSOKdO2HAT6plBAyAE2yJzb2kmX9Vg&s,image_dataset\airplanes\airplanes_40.jpeg,278,181
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQciQUJFcs7xTIhpStUexXYtr5wuRlSDerpuA&s,image_dataset\airplanes\airplanes_41.jpeg,276,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTN9wgVy3uNu46zNiLcr5s8lbwD1egdzIGwOw&s,image_dataset\airplanes\airplanes_42.jpeg,276,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4ndGD4wt8-VtbzpFXgvDjYxxOpm3CK0JrVg&s,image_dataset\airplanes\airplanes_43.jpeg,254,199
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqv51CXABhER3sSOdPz3DKtAmKO-SGMI01YA&s,image_dataset\airplanes\airplanes_44.jpeg,183,275
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdWKIQup65RvK0T6pmdEEMp4PFqVKOhc2VBQ&s,image_dataset\airplanes\airplanes_45.jpeg,276,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpY_iQrKLovVEPP8qYrMRJpbEv9NUtf443vw&s,image_dataset\airplanes\airplanes_46.jpeg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgslOBGbPhYuA0XoBZRKUtIog1GLnfQqfZCg&s,image_dataset\airplanes\airplanes_47.jpeg,230,219
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2PDScq9DFaA0CFWWfm9Ut-IIk6hyJcB7wew&s,image_dataset\airplanes\airplanes_48.jpeg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZoHbhpqyzMsIHrhN3JG7E1ERqfgNOLyKfPQ&s,image_dataset\airplanes\airplanes_49.jpeg,237,213
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG_wbW7n7cdsIQyEbRtoCUpjExjmu9lJWJeQ&s,image_dataset\airplanes\airplanes_50.jpeg,300,168
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpBu5TDGzzKt9czCo5uNj9IRZbKUxvPTHvI0RcckBpQAsPCMMEweGajscg&s,image_dataset\mountains\mountains_1.jpeg,69,46
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdwF-UPYwEuQbblGE-Jr6E2DCLTTDAZYRmRyklU34EW9sPKS8N7I4cQTtm&s,image_dataset\mountains\mountains_2.jpeg,69,46
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTx1_J3fXuGOW9iI_lXnD6FyQ0vfBGnFzN3180ZFElgYtKcHYWd3LGTxg8d&s,image_dataset\mountains\mountains_3.jpeg,46,48
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1pM5UTztVnJvJbwOQ4hMQlOecRAfj7O7ogg&s,image_dataset\mountains\mountains_4.jpeg,290,174
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfp7TzJ4V8pwSOrbvbrHnZp0U7x8gkFPJUvg&s,image_dataset\mountains\mountains_5.jpeg,225,225
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSock8ELnICuGBDCUXwNilRJS4heD7z1KjGIA&s,image_dataset\mountains\mountains_6.jpeg,247,204
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTNozPdlkTGfWONWc9QymnbpOjFSeOXNJStw&s,image_dataset\mountains\mountains_7.jpeg,300,168
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZE_TunpuVmKJx-qmkRAeuk8D09-o2w1u8vw&s,image_dataset\mountains\mountains_8.jpeg,275,183
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT43dzpgryxoRyNCc4viyMsihvu-aMuMhxgPQ&s,image_dataset\mountains\mountains_9.jpeg,275,183
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8VPdk1aLuPsIl5iVna3Kpr0UGjsJX6q8SfA&s,image_dataset\mountains\mountains_10.jpeg,297,170
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBxO-jE-ZX_trFZO3UcnmGR8ZRCZ0Gfu5lLQ&s,image_dataset\mountains\mountains_11.jpeg,300,168
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmYBj1ql1CJ8sij5JwZzAjvekF-Nu9XrK6Tg&s,image_dataset\mountains\mountains_12.jpeg,300,168
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2Gte8ogpdqDzvCMoB8kYhjiPR87isC-2c8w&s,image_dataset\mountains\mountains_13.jpeg,239,211
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTl57qE8hKKKcPP_hzXuvJgthkeBoeymX1YRA&s,image_dataset\mountains\mountains_14.jpeg,300,168
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxRO16uUDF3xu4Z6uAokjFE29B3RZGAt_WJA&s,image_dataset\mountains\mountains_15.jpeg,275,183
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8KXA29bZXzZSA53oAi8-0t86j_JkwpVOTFA&s,image_dataset\mountains\mountains_16.jpeg,257,196
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdnytH5HzuloWnQCrUOJWls3SnsKI6Askr8w&s,image_dataset\mountains\mountains_17.jpeg,225,225
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzi0J8fgQezu2HrJQcfA_jVaCUt7uiVwOh-Q&s,image_dataset\mountains\mountains_18.jpeg,300,168
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZT7SMQjXB38yBzjRFiGYtnSRoYLHuhCoD5A&s,image_dataset\mountains\mountains_19.jpeg,351,144
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwGfT_w1PiIsgbTERQ1nh0hvAp6q-eAHwpZQ&s,image_dataset\mountains\mountains_20.jpeg,267,188
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP2o6-TwUjGEp-DQcHArg46mUHNooBECUArg&s,image_dataset\mountains\mountains_21.jpeg,259,194
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW7cd_wHx9vPKUemuewPJWNCDW5aYLove16w&s,image_dataset\mountains\mountains_22.jpeg,275,183
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQl7D1vsxnE5AJcdT7AbY5H2rMj3wlLHMRqIA&s,image_dataset\mountains\mountains_23.jpeg,275,183
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtSvn3OqeoriyfWEQYO7FNrL1lCuQXKAXh1g&s,image_dataset\mountains\mountains_24.jpeg,259,194
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLxN-cyPqCirA0GNzQ35TJoyYD6jBO6bdOzw&s,image_dataset\mountains\mountains_25.jpeg,332,152
mountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIbJR4gHJK8E4TU2-H3EYw5aW40QTOx8w6jqWosLrfUdyeBr2Zxkkz&s=0,image_dataset\mountains\mountains_26.jpeg,50,50
